id,recommendation_name,category,sub_category,provider_scope,source_provider,recommendation_type,priority,end_user_value,implementation_complexity,primary_metrics,baseline_thresholds,lookback_window,native_or_saas_data_source,third_party_saas_options,product_catalog_dependency,compatibility_group,onboarding_to_engine,basic_engine_support,notes_and_guardrails
BR-0110,"Unattached disk delete (FinOps, strict)",Storage,Block,FinOps,FinOps Basic Provider Registry + Signal Catalog,DeleteOrphan,P0,Very High,Low,attachment_state;age_days;monthly_cost,unattached AND age>14d AND cost>$5/mo; strict mode adds 20% safety headroom,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Cloudability,disk sku and monthly rate,storage.block.same-volume-performance-family,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Snapshot before delete if required; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0111,"Premium disk underused (AWS, standard)",Storage,Block,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,VolumeTypeSwap,P0,High,Low,disk_tier;p95_iops;p95_throughput,premium=true;p95_iops<50% target;p95_throughput<50% target,14d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Densify;Cloudability,current and target disk tier rates,storage.block.same-volume-performance-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Swap gp2/gp3 or premium/balanced safely; baseline threshold as listed
BR-0112,"Premium disk underused (AWS, strict)",Storage,Block,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,VolumeTypeSwap,P0,High,Low,disk_tier;p95_iops;p95_throughput,premium=true;p95_iops<50% target;p95_throughput<50% target; strict mode adds 20% safety headroom,14d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Densify;Cloudability,current and target disk tier rates,storage.block.same-volume-performance-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Swap gp2/gp3 or premium/balanced safely; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0113,"Premium disk underused (Azure, standard)",Storage,Block,Azure,Azure Advisor / Azure Monitor / Cost Management,VolumeTypeSwap,P0,High,Low,disk_tier;p95_iops;p95_throughput,premium=true;p95_iops<50% target;p95_throughput<50% target,14d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Densify;Cloudability,current and target disk tier rates,storage.block.same-volume-performance-family,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Swap gp2/gp3 or premium/balanced safely; baseline threshold as listed
BR-0114,"Premium disk underused (Azure, strict)",Storage,Block,Azure,Azure Advisor / Azure Monitor / Cost Management,VolumeTypeSwap,P0,High,Low,disk_tier;p95_iops;p95_throughput,premium=true;p95_iops<50% target;p95_throughput<50% target; strict mode adds 20% safety headroom,14d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Densify;Cloudability,current and target disk tier rates,storage.block.same-volume-performance-family,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Swap gp2/gp3 or premium/balanced safely; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0115,"Premium disk underused (GCP, standard)",Storage,Block,GCP,Google Cloud Recommender / Monitoring / Billing Export,VolumeTypeSwap,P0,High,Low,disk_tier;p95_iops;p95_throughput,premium=true;p95_iops<50% target;p95_throughput<50% target,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Densify;Cloudability,current and target disk tier rates,storage.block.same-volume-performance-family,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Swap gp2/gp3 or premium/balanced safely; baseline threshold as listed
BR-0116,"Premium disk underused (GCP, strict)",Storage,Block,GCP,Google Cloud Recommender / Monitoring / Billing Export,VolumeTypeSwap,P0,High,Low,disk_tier;p95_iops;p95_throughput,premium=true;p95_iops<50% target;p95_throughput<50% target; strict mode adds 20% safety headroom,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Densify;Cloudability,current and target disk tier rates,storage.block.same-volume-performance-family,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Swap gp2/gp3 or premium/balanced safely; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0117,"Premium disk underused (SaaS, standard)",Storage,Block,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,VolumeTypeSwap,P0,High,Low,disk_tier;p95_iops;p95_throughput,premium=true;p95_iops<50% target;p95_throughput<50% target,14d,SaaS REST APIs; exports; webhooks; collectors,Densify;Cloudability,current and target disk tier rates,storage.block.same-volume-performance-family,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Swap gp2/gp3 or premium/balanced safely; baseline threshold as listed
BR-0118,"Premium disk underused (SaaS, strict)",Storage,Block,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,VolumeTypeSwap,P0,High,Low,disk_tier;p95_iops;p95_throughput,premium=true;p95_iops<50% target;p95_throughput<50% target; strict mode adds 20% safety headroom,14d,SaaS REST APIs; exports; webhooks; collectors,Densify;Cloudability,current and target disk tier rates,storage.block.same-volume-performance-family,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Swap gp2/gp3 or premium/balanced safely; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0119,"Premium disk underused (FinOps, standard)",Storage,Block,FinOps,FinOps Basic Provider Registry + Signal Catalog,VolumeTypeSwap,P0,High,Low,disk_tier;p95_iops;p95_throughput,premium=true;p95_iops<50% target;p95_throughput<50% target,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Densify;Cloudability,current and target disk tier rates,storage.block.same-volume-performance-family,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Swap gp2/gp3 or premium/balanced safely; baseline threshold as listed
BR-0120,"Premium disk underused (FinOps, strict)",Storage,Block,FinOps,FinOps Basic Provider Registry + Signal Catalog,VolumeTypeSwap,P0,High,Low,disk_tier;p95_iops;p95_throughput,premium=true;p95_iops<50% target;p95_throughput<50% target; strict mode adds 20% safety headroom,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Densify;Cloudability,current and target disk tier rates,storage.block.same-volume-performance-family,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Swap gp2/gp3 or premium/balanced safely; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0121,"Orphan snapshot cleanup (AWS, standard)",Storage,Snapshots,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,DeleteOrphan,P0,High,Low,snapshot_age_days;referenced_by_image;restore_count_90d,age>90d;not referenced;restore_count=0,90d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,CloudHealth;Cloudability,snapshot GB-month rate,storage.backup.same-snapshot-service-and-retention-policy,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Retain legal hold and backup policy tags; baseline threshold as listed
BR-0122,"Orphan snapshot cleanup (AWS, strict)",Storage,Snapshots,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,DeleteOrphan,P0,High,Low,snapshot_age_days;referenced_by_image;restore_count_90d,age>90d;not referenced;restore_count=0; strict mode adds 20% safety headroom,90d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,CloudHealth;Cloudability,snapshot GB-month rate,storage.backup.same-snapshot-service-and-retention-policy,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Retain legal hold and backup policy tags; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0123,"Orphan snapshot cleanup (Azure, standard)",Storage,Snapshots,Azure,Azure Advisor / Azure Monitor / Cost Management,DeleteOrphan,P0,High,Low,snapshot_age_days;referenced_by_image;restore_count_90d,age>90d;not referenced;restore_count=0,90d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Cloudability,snapshot GB-month rate,storage.backup.same-snapshot-service-and-retention-policy,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Retain legal hold and backup policy tags; baseline threshold as listed
BR-0124,"Orphan snapshot cleanup (Azure, strict)",Storage,Snapshots,Azure,Azure Advisor / Azure Monitor / Cost Management,DeleteOrphan,P0,High,Low,snapshot_age_days;referenced_by_image;restore_count_90d,age>90d;not referenced;restore_count=0; strict mode adds 20% safety headroom,90d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Cloudability,snapshot GB-month rate,storage.backup.same-snapshot-service-and-retention-policy,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Retain legal hold and backup policy tags; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0125,"Orphan snapshot cleanup (GCP, standard)",Storage,Snapshots,GCP,Google Cloud Recommender / Monitoring / Billing Export,DeleteOrphan,P0,High,Low,snapshot_age_days;referenced_by_image;restore_count_90d,age>90d;not referenced;restore_count=0,90d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;Cloudability,snapshot GB-month rate,storage.backup.same-snapshot-service-and-retention-policy,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Retain legal hold and backup policy tags; baseline threshold as listed
BR-0126,"Orphan snapshot cleanup (GCP, strict)",Storage,Snapshots,GCP,Google Cloud Recommender / Monitoring / Billing Export,DeleteOrphan,P0,High,Low,snapshot_age_days;referenced_by_image;restore_count_90d,age>90d;not referenced;restore_count=0; strict mode adds 20% safety headroom,90d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;Cloudability,snapshot GB-month rate,storage.backup.same-snapshot-service-and-retention-policy,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Retain legal hold and backup policy tags; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0127,"Orphan snapshot cleanup (SaaS, standard)",Storage,Snapshots,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,DeleteOrphan,P0,High,Low,snapshot_age_days;referenced_by_image;restore_count_90d,age>90d;not referenced;restore_count=0,90d,SaaS REST APIs; exports; webhooks; collectors,CloudHealth;Cloudability,snapshot GB-month rate,storage.backup.same-snapshot-service-and-retention-policy,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Retain legal hold and backup policy tags; baseline threshold as listed
BR-0128,"Orphan snapshot cleanup (SaaS, strict)",Storage,Snapshots,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,DeleteOrphan,P0,High,Low,snapshot_age_days;referenced_by_image;restore_count_90d,age>90d;not referenced;restore_count=0; strict mode adds 20% safety headroom,90d,SaaS REST APIs; exports; webhooks; collectors,CloudHealth;Cloudability,snapshot GB-month rate,storage.backup.same-snapshot-service-and-retention-policy,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Retain legal hold and backup policy tags; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0129,"Orphan snapshot cleanup (FinOps, standard)",Storage,Snapshots,FinOps,FinOps Basic Provider Registry + Signal Catalog,DeleteOrphan,P0,High,Low,snapshot_age_days;referenced_by_image;restore_count_90d,age>90d;not referenced;restore_count=0,90d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Cloudability,snapshot GB-month rate,storage.backup.same-snapshot-service-and-retention-policy,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Retain legal hold and backup policy tags; baseline threshold as listed
BR-0130,"Orphan snapshot cleanup (FinOps, strict)",Storage,Snapshots,FinOps,FinOps Basic Provider Registry + Signal Catalog,DeleteOrphan,P0,High,Low,snapshot_age_days;referenced_by_image;restore_count_90d,age>90d;not referenced;restore_count=0; strict mode adds 20% safety headroom,90d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Cloudability,snapshot GB-month rate,storage.backup.same-snapshot-service-and-retention-policy,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Retain legal hold and backup policy tags; prod-safe threshold: require +20% stronger evidence and owner approval
